timestamp,temperature,dissolved_oxygen,ph,turbidity,ammonia,rain_event,feeding_event
2024-01-01 00:00:00,27.652560778921103,6.347063077121543,7.498283048370602,4.9821613759049965,0.009947771498979617,0,0
2024-01-01 00:05:00,27.460604262609,6.129687730738097,7.504851272382105,4.850418364915299,0.010396143177848116,0,0
2024-01-01 00:10:00,27.22657934934607,6.079926384844707,7.505058240355908,4.554200878976545,0.008003318454170915,0,0
2024-01-01 00:15:00,27.107218878250343,6.032060139203424,7.501532952965188,4.624411487261373,0.008968029493148363,0,0
2024-01-01 00:20:00,26.842740176565556,5.891010538977272,7.492728426981335,4.534405588153968,0.009339637313268074,0,0
2024-01-01 00:25:00,26.258266085516198,5.644486366026895,7.458092005632269,9.333466638102545,0.0099632432365139,1,0
2024-01-01 00:30:00,25.765615096909002,5.481895447473996,7.4251874053506555,14.489413345263936,0.010584348855848075,1,0
2024-01-01 00:35:00,25.329854993563565,5.589898663128814,7.393928035083123,19.268536341800182,0.010809827117595244,1,0
2024-01-01 00:40:00,25.059847228124465,5.6562302031643865,7.364231633328966,24.35926052973904,0.010573473472201372,1,0
2024-01-01 00:45:00,24.911802372017792,5.592201109563219,7.336020051662518,29.38587707681032,0.010031184613553606,1,0
2024-01-01 00:50:00,24.720651048932638,5.585064628845488,7.309219049079393,34.27603014516743,0.009806394916639087,1,0
2024-01-01 00:55:00,24.31354690929905,5.448836800222945,7.283758096625423,39.406104314195446,0.009732767995393956,1,0
2024-01-01 01:00:00,23.968225466675282,5.527438935972316,7.259570191794152,44.44808388628683,0.01031287063012768,1,0
2024-01-01 01:05:00,23.687550684194616,5.494897089918758,7.236591682204445,49.48798450781906,0.009216015853848996,1,0
2024-01-01 01:10:00,23.570999505116877,5.5573459843874895,7.214762098094223,54.59775680859339,0.008681028353642652,1,0
2024-01-01 01:15:00,23.39731212495043,5.595927732499385,7.194023993189512,59.81963397077786,0.009623648517384191,1,0
2024-01-01 01:20:00,23.25315493542191,5.673947199372169,7.174322793530036,64.87024692423755,0.00845067050809616,1,0
2024-01-01 01:25:00,23.181657805151474,5.838751590792819,7.155606653853535,69.50672982957146,0.007027440341320973,1,0
2024-01-01 01:30:00,22.94960781092718,5.711239926799126,7.1378263211608575,74.44866865095248,0.00648097441534121,1,0
2024-01-01 01:35:00,23.161197311731975,5.658395102330939,7.154784296335118,70.95695899874619,0.00788700669754054,0,0
2024-01-01 01:40:00,23.18201248865514,5.847726584814376,7.142084486173102,67.50042110398078,0.007902266010767711,0,0
2024-01-01 01:45:00,23.38310404568154,5.78074686546908,7.142735685500699,63.84598069904892,0.008038768188199034,0,0
2024-01-01 01:50:00,23.598293890912736,5.811709903295603,7.131164979832203,60.57061982104681,0.007595518796570693,0,0
2024-01-01 01:55:00,23.683992536732767,6.018285411065381,7.132313336463255,57.72082838438249,0.007152181584404054,0,0
2024-01-01 02:00:00,23.837778101546625,6.0772566201840865,7.147320263065637,55.10664439051803,0.005476380285429844,0,0
2024-01-01 02:05:00,23.93598412947723,6.100646296909766,7.158400159678061,51.74585979652574,0.006089848477404581,0,0
2024-01-01 02:10:00,24.05198938963707,6.137323804528135,7.174092190858395,49.137401613918215,0.007618206142796961,0,0
2024-01-01 02:15:00,24.151604043563083,6.3189944539203236,7.178384298736902,46.619059622401316,0.00809653176454312,0,0
2024-01-01 02:20:00,24.228314593197588,6.219442303668861,7.19290892869837,44.088673075964884,0.007347990014180174,0,0
2024-01-01 02:25:00,24.18208637650942,6.0020313695438885,7.1804295999433565,41.64476131748493,0.007710856799556299,0,0
2024-01-01 02:30:00,24.168730264806786,6.087396306777899,7.206397846683414,39.50252600484506,0.008637245848779219,0,0
2024-01-01 02:35:00,24.214825457493294,5.924797417516843,7.219538117463297,37.40440218309301,0.008390750083341385,0,0
2024-01-01 02:40:00,24.347510838998573,5.9594097724623785,7.2417190780584235,35.263306825701726,0.008234892296883674,0,0
2024-01-01 02:45:00,24.465966304836947,5.952395290767191,7.264330886615288,33.08178431957112,0.008523002822789772,0,0
2024-01-01 02:50:00,24.455303444356893,6.101806830031496,7.281153212035134,31.477289190497114,0.007907477930938303,0,0
2024-01-01 02:55:00,24.48174730682371,6.020764873596792,7.278769679993505,29.93227218693526,0.007399179149572515,0,0
